token	true	prediction
amman	I-LOC	I-LOC
which	O	O
are	O	O
incompatible	O	O
with	O	O
diplomatic	O	O
traditions	O	O
.	O	O

ad	I-ORG	O
dustour	I-ORG	I-ORG

-	O	O
kabariti	I-PER	I-PER
and	O	O
parliament	O	O
speaker	O	O
meet	O	O
to	O	O
discuss	O	O
ways	O	O
to	O	O
reactivate	O	O
parliament	O	O
's	O	O
legislative	O	O
role	O	O
.	O	O

al	I-ORG	I-ORG
$UNK$	I-ORG	I-ORG

-	O	O
state	O	O
security	O	O
court	O	O
starts	O	O
investigating	O	O
suspects	O	O
in	O	O
unrest	O	O
.	O	O

netanyahu	I-PER	I-PER
,	O	O
weizman	I-PER	I-PER
consult	O	O
on	O	O
arafat	I-PER	I-PER
invitation	O	O
.	O	O

jerusalem	I-LOC	I-LOC
$UNK$	O	O

israeli	I-MISC	I-MISC
president	O	O
ezer	I-PER	I-PER
weizman	I-PER	I-PER
,	O	O
weighing	O	O
a	O	O
possible	O	O
meeting	O	O
with	O	O
yasser	I-PER	I-PER
arafat	I-PER	I-PER
,	O	O
consulted	O	O
on	O	O
sunday	O	O
with	O	O
prime	O	O
minister	O	O
benjamin	I-PER	I-PER
netanyahu	I-PER	I-PER
,	O	O
a	O	O
spokesman	O	O
said	O	O
.	O	O

weizman	I-PER	I-PER
and	O	O
netanyahu	I-PER	I-PER
met	O	O
at	O	O
the	O	O
president	O	O
's	O	O
official	O	O
jerusalem	I-LOC	I-LOC
residence	O	O
and	O	O
planned	O	O
to	O	O
speak	O	O
to	O	O
the	O	O
media	O	O
at	O	O
the	O	O
end	O	O
of	O	O
their	O	O
talks	O	O
,	O	O
the	O	O
prime	O	O
minister	O	O
's	O	O
spokesman	O	O
said	O	O
.	O	O

earlier	O	O
,	O	O
the	O	O
director	O	O
of	O	O
the	O	O
president	O	O
's	O	O
office	O	O
denied	O	O
a	O	O
report	O	O
in	O	O
israel	I-LOC	I-LOC
's	O	O
yedioth	I-ORG	I-ORG
ahronoth	I-ORG	I-ORG
newspaper	O	O
that	O	O
weizman	I-PER	I-PER
had	O	O
already	O	O
invited	O	O
arafat	I-PER	I-PER
to	O	O
his	O	O
private	O	O
home	O	O
for	O	O
talks	O	O
in	O	O
the	O	O
coming	O	O
week	O	O
on	O	O
the	O	O
future	O	O
of	O	O
the	O	O
$UNK$	I-MISC	I-MISC
peace	O	O
process	O	O
.	O	O

but	O	O
the	O	O
official	O	O
,	O	O
aryeh	I-PER	I-PER
shumer	I-PER	I-PER
,	O	O
said	O	O
it	O	O
was	O	O
only	O	O
fitting	O	O
that	O	O
weizman	I-PER	I-PER
and	O	O
arafat	I-PER	I-PER
should	O	O
talk	O	O
after	O	O
the	O	O
palestinian	I-MISC	I-MISC
leader	O	O
sent	O	O
the	O	O
israeli	I-MISC	I-MISC
president	O	O
a	O	O
letter	O	O
which	O	O
yedioth	I-ORG	I-ORG
ahronoth	I-ORG	I-ORG
reported	O	O
contained	O	O
an	O	O
emotional	O	O
appeal	O	O
to	O	O
save	O	O
the	O	O
peace	O	O
proces	O	O
.	O	O

the	O	O
newspaper	O	O
said	O	O
netanyahu	I-PER	I-PER
,	O	O
who	O	O
is	O	O
cool	O	O
to	O	O
meeting	O	O
arafat	I-PER	I-PER
himself	O	O
,	O	O
opposed	O	O
talks	O	O
between	O	O
weizman	I-PER	I-PER
and	O	O
the	O	O
palestinian	I-MISC	I-MISC
president	O	O
.	O	O

after	O	O
moslem	I-MISC	I-MISC
suicide	O	O
bombers	O	O
killed	O	O
59	O	O
people	O	O
in	O	O
israel	I-LOC	I-LOC
in	O	O
february	O	O
and	O	O
march	O	O
,	O	O
weizman	I-PER	I-PER
called	O	O
for	O	O
peace	O	O
efforts	O	O
with	O	O
the	O	O
plo	I-ORG	I-ORG
to	O	O
be	O	O
suspended	O	O
.	O	O

shumer	I-PER	I-PER
said	O	O
his	O	O
current	O	O
position	O	O
was	O	O
that	O	O
the	O	O
peace	O	O
process	O	O
must	O	O
continue	O	O
.	O	O

press	O	O
digest	O	O
-	O	O
israel	I-LOC	I-LOC
-	O	O
aug	O	O
25	O	O
.	O	O

jerusalem	I-LOC	I-LOC
$UNK$	O	O

these	O	O
are	O	O
some	O	O
of	O	O
the	O	O
leading	O	O
stories	O	O
in	O	O
israeli	I-MISC	I-MISC
newspapers	O	O
on	O	O
sunday	O	O
.	O	O

reuters	I-ORG	I-ORG
has	O	O
not	O	O
verified	O	O
these	O	O
stories	O	O
and	O	O
does	O	O
not	O	O
vouch	O	O
for	O	O
their	O	O
accuracy	O	O
.	O	O

haaretz	I-ORG	I-ORG

-	O	O
palestinian	I-MISC	I-MISC
president	O	O
arafat	I-PER	I-PER
opens	O	O
civilian	O	O
struggle	O	O
against	O	O
israel	I-LOC	I-LOC
,	O	O
calls	O	O
on	O	O
palestinians	I-MISC	I-MISC
to	O	O
build	O	O
in	O	O
self-rule	O	O
areas	O	O
.	O	O

-	O	O
seven	O	O
ministers	O	O
and	O	O
governor	O	O
of	O	O
bank	I-ORG	I-ORG
of	I-ORG	I-ORG
israel	I-ORG	I-ORG
will	O	O
visit	O	O
the	O	O
united	I-LOC	I-LOC
states	I-LOC	I-LOC
at	O	O
the	O	O
end	O	O
of	O	O
september	O	O
and	O	O
in	O	O
october	O	O
.	O	O

-	O	O
israel	I-LOC	I-LOC
bans	O	O
plane	O	O
donated	O	O
by	O	O
the	O	O
netherlands	I-LOC	I-LOC
to	O	O
arafat	I-PER	I-PER
to	O	O
land	O	O
at	O	O
gaza	I-LOC	I-LOC
airport	O	O
.	O	O

-	O	O
former	O	O
prime	O	O
minister	O	O
peres	I-PER	I-PER
to	O	O
morocco	I-LOC	I-LOC
today	O	O
.	O	O

yedioth	I-ORG	I-ORG
ahronoth	I-ORG	I-ORG

-	O	O
israeli	I-MISC	I-MISC
president	O	O
weizman	I-PER	I-PER
invited	O	O
palestinian	I-MISC	I-MISC
president	O	O
arafat	I-PER	I-PER
to	O	O
meet	O	O
him	O	O
at	O	O
his	O	O
private	O	O
residence	O	O
.	O	O

-	O	O
netanyahu	I-PER	I-PER
opposes	O	O
transit	O	O
camps	O	O
for	O	O
foreign	O	O
workers	O	O
facing	O	O
expulsion	O	O
.	O	O

-	O	O
foreign	O	O
minister	O	O
levy	I-PER	I-PER
to	O	O
visit	O	O
egypt	I-LOC	I-LOC
soon	O	O
.	O	O

maariv	I-ORG	I-ORG

-	O	O
palestinian	I-ORG	I-ORG
authority	I-ORG	I-ORG
has	O	O
taken	O	O
over	O	O
education	O	O
in	O	O
east	I-LOC	I-LOC
jerusalem	I-LOC	I-LOC
.	O	O

-	O	O
syrian	I-MISC	I-MISC
armoured	O	O
columns	O	O
on	O	O
the	O	O
move	O	O
in	O	O
lebanon	I-LOC	I-LOC
.	O	O

-	O	O
shimon	I-PER	I-PER
peres	I-PER	I-PER
to	O	O
morocco	I-LOC	I-LOC
,	O	O
will	O	O
stay	O	O
at	O	O
king	O	I-LOC
's	O	O
private	O	O
residence	O	O
.	O	O

jerusalem	I-ORG	I-LOC
post	I-ORG	I-ORG

-	O	O
palestinian	I-MISC	I-MISC
minister	O	O
erekat	I-PER	I-PER
says	O	O
$UNK$	I-MISC	I-MISC
talks	O	O
will	O	O
begin	O	O
by	O	O
september	O	O
2	O	O
.	O	O

-	O	O
prime	O	O
minister	O	O
names	O	O
former	O	O
general	O	O
avraham	I-PER	I-PER
tamir	I-PER	I-PER
to	O	O
staff	O	O
after	O	O
failing	O	O
to	O	O
establish	O	O
national	O	O
security	O	I-ORG
council	O	I-ORG
.	O	O

-	O	O
cabinet	O	O
puts	O	O
off	O	O
decision	O	O
on	O	O
foreign	O	O
workers	O	O
.	O	O

-	O	O
internal	O	O
security	O	O
minister	O	O
kahalani	I-PER	I-PER
warns	O	O
cabinet	O	O
of	O	O
increase	O	O
in	O	O
organised	O	O
crime	O	O
.	O	O

voting	O	O
begins	O	O
in	O	O
second	O	O
round	O	O
of	O	O
lebanese	I-MISC	I-MISC
election	O	O
.	O	O

tripoli	I-LOC	I-LOC
,	O	O
lebanon	I-LOC	I-LOC
$UNK$	O	O

voting	O	O
began	O	O
on	O	O
sunday	O	O
in	O	O
north	O	I-LOC
lebanon	I-LOC	I-LOC
in	O	O
the	O	O
second	O	O
round	O	O
of	O	O
parliamentary	O	O
elections	O	O
with	O	O
580,000	O	O
voters	O	O
eligible	O	O
to	O	O
choose	O	O
28	O	O
members	O	O
of	O	O
the	O	O
128-member	O	O
parliament	O	O
.	O	O

a	O	O
thin	O	O
trickle	O	O
of	O	O
voters	O	O
began	O	O
casting	O	O
their	O	O
ballots	O	O
in	O	O
this	O	O
northern	O	O
port	O	O
city	O	O
for	O	O
the	O	O
five	O	O
rival	O	O
lists	O	O
of	O	O
candidates	O	O
as	O	O
polling	O	O
stations	O	O
opened	O	O
at	O	O
7	O	O
a.m.	O	O
(	O	O
0400	O	O
gmt	O	I-MISC
)	O	O
.	O	O

israeli	I-MISC	I-MISC
president	O	O
invites	O	O
arafat	I-PER	I-PER
to	O	O
home	O	O
-	O	O
paper	O	O
.	O	O

jerusalem	I-LOC	I-LOC
$UNK$	O	O

israeli	I-MISC	I-MISC
president	O	O
ezer	I-PER	I-PER
weizman	I-PER	I-PER
has	O	O
invited	O	O
yasser	I-PER	I-PER
arafat	I-PER	I-PER
to	O	O
meet	O	O
him	O	O
at	O	O
his	O	O
private	O	O
home	O	O
,	O	O
israel	I-LOC	I-LOC
's	O	O
biggest	O	O
newspaper	O	O
said	O	O
on	O	O
sunday	O	O
.	O	O

the	O	O
yedioth	I-ORG	I-ORG
ahronoth	I-ORG	I-ORG
daily	O	O
reported	O	O
that	O	O
prime	O	O
minister	O	O
benjamin	I-PER	I-PER
netanyahu	I-PER	I-PER
,	O	O
who	O	O
has	O	O
said	O	O
he	O	O
has	O	O
no	O	O
desire	O	O
to	O	O
hold	O	O
talks	O	O
with	O	O
the	O	O
palestinian	I-MISC	I-MISC
president	O	O
,	O	O
opposes	O	O
the	O	O
meeting	O	O
due	O	O
to	O	O
be	O	O
held	O	O
this	O	O
coming	O	O
week	O	O
.	O	O

the	O	O
newspaper	O	O
said	O	O
weizman	I-PER	I-PER
scheduled	O	O
the	O	O
meeting	O	O
at	O	O
his	O	O
private	O	O
residence	O	O
in	O	O
the	O	O
central	O	O
israeli	I-MISC	I-MISC
village	O	O
of	O	O
caesarea	I-LOC	I-LOC
after	O	O
arafat	I-PER	I-PER
sent	O	O
him	O	O
an	O	O
emotional	O	O
appeal	O	O
"	O	O
to	O	O
save	O	O
the	O	O
peace	O	O
process	O	O
"	O	O
.	O	O

netanyahu	I-PER	I-PER
met	O	O
weizman	I-PER	I-PER
last	O	O
tuesday	O	O
and	O	O
voiced	O	O
his	O	O
opposition	O	O
,	O	O
yedioth	I-ORG	I-ORG
said	O	O
.	O	O

"	O	O
i	O	O
am	O	O
prepared	O	O
to	O	O
postpone	O	O
the	O	O
meeting	O	O
under	O	O
one	O	O
condition	O	O
--	O	O
that	O	O
you	O	O
give	O	O
me	O	O
a	O	O
commitment	O	O
right	O	O
now	O	O
to	O	O
meet	O	O
arafat	I-PER	I-PER
yourself	O	O
within	O	O
10	O	O
days	O	O
,	O	O
"	O	O
the	O	O
paper	O	O
quoted	O	O
weizman	I-PER	I-PER
as	O	O
telling	O	O
netanyahu	I-PER	I-PER
.	O	O

it	O	O
said	O	O
netanyahu	I-PER	I-PER
had	O	O
yet	O	O
to	O	O
give	O	O
weizman	I-PER	I-PER
an	O	O
answer	O	O
.	O	O

the	O	O
office	O	O
of	O	O
israeli	I-MISC	I-MISC
president	O	O
is	O	O
largely	O	O
ceremonial	O	O
.	O	O

but	O	O
weizman	I-PER	I-PER
,	O	O
a	O	O
former	O	O
defence	O	O
minister	O	O
and	O	O
an	O	O
architect	O	O
of	O	O
israel	I-LOC	I-LOC
's	O	O
peace	O	O
treaty	O	O
with	O	O
egypt	I-LOC	I-LOC
,	O	O
has	O	O
spoken	O	O
out	O	O
frequently	O	O
on	O	O
the	O	O
peace	O	O
process	O	O
with	O	O
the	O	O
palestinians	I-MISC	I-MISC
--	O	O
at	O	O
times	O	O
urging	O	O
the	O	O
former	O	O
labour	I-ORG	O
government	O	O
to	O	O
slow	O	O
it	O	O
down	O	O
.	O	O

corporate	O	O
america	I-LOC	I-LOC
taking	O	O
new	O	O
view	O	O
on	O	O
compensation	O	O
.	O	O

anne	I-PER	I-PER
murray	I-PER	I-PER

new	I-LOC	I-LOC
york	I-LOC	I-LOC
$UNK$	O	O

corporate	O	O
america	I-LOC	I-LOC
is	O	O
planning	O	O
major	O	O
changes	O	O
in	O	O
employee	O	O
compensation	O	O
in	O	O
the	O	O
next	O	O
few	O	O
years	O	O
,	O	O
according	O	O
to	O	O
a	O	O
recent	O	O
study	O	O
.	O	O

what	O	O
it	O	O
comes	O	O
down	O	O
to	O	O
is	O	O
this	O	O
:	O	O
if	O	O
you	O	O
're	O	O
highly	O	O
skilled	O	O
,	O	O
you	O	O
'll	O	O
benefit	O	O
nicely	O	O
.	O	O

but	O	O
if	O	O
you	O	O
're	O	O
not	O	O
and	O	O
cannot	O	O
contribute	O	O
to	O	O
your	O	O
employer	O	O
's	O	O
goals	O	O
,	O	O
you	O	O
'll	O	O
be	O	O
paid	O	O
less	O	O
.	O	O

the	O	O
survey	O	O
,	O	O
conducted	O	O
in	O	O
late	O	O
1995	O	O
and	O	O
the	O	O
early	O	O
part	O	O
of	O	O
this	O	O
year	O	O
by	O	O
management	O	O
consulting	O	O
firm	O	O
towers	I-ORG	I-ORG
perrin	I-ORG	I-ORG
,	O	O
showed	O	O
that	O	O
the	O	O
focus	O	O
will	O	O
be	O	O
on	O	O
an	O	O
employee	O	O
's	O	O
overall	O	O
value	O	O
to	O	O
the	O	O
company	O	O
's	O	O
bottom	O	O
line	O	O
--	O	O
rather	O	O
than	O	O
how	O	O
well	O	O
an	O	O
employee	O	O
performs	O	O
a	O	O
specific	O	O
task	O	O
.	O	O

presently	O	O
,	O	O
for	O	O
example	O	O
,	O	O
if	O	O
an	O	O
accountant	O	O
's	O	O
job	O	O
involves	O	O
doing	O	O
five	O	O
specific	O	O
tasks	O	O
,	O	O
he	O	O
or	O	O
she	O	O
can	O	O
expect	O	O
a	O	O
certain	O	O
salary	O	O
,	O	O
said	O	O
sandra	I-PER	I-PER
o'neal	I-PER	I-PER
,	O	O
a	O	O
towers	I-ORG	O
perrin	I-ORG	I-ORG
principal	O	O
.	O	O

in	O	O
the	O	O
future	O	O
,	O	O
the	O	O
accountant	O	O
will	O	O
be	O	O
evaluated	O	O
solely	O	O
on	O	O
"	O	O
knowledge	O	O
,	O	O
skill	O	O
and	O	O
abilities	O	O
,	O	O
"	O	O
she	O	O
said	O	O
.	O	O

in	O	O
addition	O	O
to	O	O
using	O	O
accounting	O	O
skills	O	O
,	O	O
the	O	O
accountant	O	O
will	O	O
also	O	O
have	O	O
to	O	O
be	O	O
creative	O	O
,	O	O
work	O	O
well	O	O
in	O	O
a	O	O
team	O	O
,	O	O
be	O	O
sensitive	O	O
to	O	O
customer	O	O
needs	O	O
and	O	O
set	O	O
productivity	O	O
goals	O	O
.	O	O

"	O	O
the	O	O
good	O	O
news	O	O
is	O	O
,	O	O
if	O	O
you	O	O
're	O	O
highly	O	O
skilled	O	O
and	O	O
have	O	O
many	O	O
abilities	O	O
,	O	O
you	O	O
'll	O	O
be	O	O
paid	O	O
more	O	O
,	O	O
"	O	O
said	O	O
o'neal	I-PER	I-PER
.	O	O

"	O	O
the	O	O
bad	O	O
news	O	O
is	O	O
,	O	O
if	O	O
you	O	O
're	O	O
not	O	O
skilled	O	O
and	O	O
ca	O	O
n't	O	O
contribute	O	O
to	O	O
a	O	O
team	O	O
,	O	O
to	O	O
customer	O	O
service	O	O
and	O	O
the	O	O
organisation	O	O
's	O	O
goals	O	O
,	O	O
you	O	O
'll	O	O
be	O	O
paid	O	O
less	O	O
.	O	O
"	O	O

of	O	O
the	O	O
750	O	O
$UNK$	O	O
size	O	O
corporations	O	O
surveyed	O	O
,	O	O
81	O	O
percent	O	O
had	O	O
undergone	O	O
a	O	O
major	O	O
restructuring	O	O
in	O	O
the	O	O
last	O	O
three	O	O
years	O	O
,	O	O
and	O	O
more	O	O
than	O	O
two-thirds	O	O
reported	O	O
that	O	O
productivity	O	O
and	O	O
profits	O	O
were	O	O
up	O	O
as	O	O
result	O	O
.	O	O

next	O	O
on	O	O
the	O	O
agenda	O	O
for	O	O
these	O	O
firms	O	O
is	O	O
developing	O	O
a	O	O
new	O	O
compensation	O	O
structure	O	O
,	O	O
and	O	O
78	O	O
percent	O	O
report	O	O
that	O	O
they	O	O
are	O	O
considering	O	O
a	O	O
new	O	O
,	O	O
skills-based	O	O
plan	O	O
for	O	O
both	O	O
management	O	O
and	O	O
$UNK$	O	O
employees	O	O
.	O	O

this	O	O
coming	O	O
shift	O	O
,	O	O
o'neal	I-PER	I-PER
said	O	O
,	O	O
"	O	O
is	O	O
not	O	O
just	O	O
isolated	O	O
or	O	O
a	O	O
fad	O	O
.	O	O

it	O	O
's	O	O
an	O	O
inexorable	O	O
change	O	O
.	O	O
"	O	O

after	O	O
world	I-MISC	I-MISC
war	I-MISC	I-MISC
ii	I-MISC	I-MISC
,	O	O
corporations	O	O
adopted	O	O
a	O	O
"	O	O
military	O	O
model	O	O
"	O	O
creating	O	O
hierarchical	O	O
organisations	O	O
where	O	O
"	O	O
the	O	O
concept	O	O
of	O	O
defined	O	O
tasks	O	O
worked	O	O
great	O	O
,	O	O
"	O	O
she	O	O
said	O	O
.	O	O

but	O	O
as	O	O
the	O	O
economy	O	O
became	O	O
global	O	O
,	O	O
customers	O	O
were	O	O
more	O	O
demanding	O	O
and	O	O
problems	O	O
became	O	O
more	O	O
complex	O	O
.	O	O

"	O	O
$UNK$	O	O
kept	O	O
management	O	O
at	O	O
a	O	O
distance	O	O
from	O	O
its	O	O
customers	O	O
,	O	O
"	O	O
o'neal	I-PER	I-PER
said	O	O
.	O	O

now	O	O
organisations	O	O
must	O	O
change	O	O
to	O	O
stay	O	O
competitive	O	O
.	O	O

o'neal	I-PER	I-PER
says	O	O
firms	O	O
will	O	O
place	O	O
a	O	O
greater	O	O
emphasis	O	O
on	O	O
teams	O	O
and	O	O
team	O	O
performance	O	O
in	O	O
giving	O	O
raises	O	O
.	O	O

if	O	O
your	O	O
team	O	O
does	O	O
well	O	O
,	O	O
you	O	O
'll	O	O
do	O	O
well	O	O
.	O	O

if	O	O
it	O	O
does	O	O
n't	O	O
do	O	O
well	O	O
,	O	O
do	O	O
n't	O	O
expect	O	O
a	O	O
raise	O	O
.	O	O

is	O	O
this	O	O
fair	O	O
to	O	O
an	O	O
employee	O	O
who	O	O
can	O	O
go	O	O
the	O	O
distance	O	O
but	O	O
is	O	O
on	O	O
a	O	O
team	O	O
that	O	O
ca	O	O
n't	O	O
keep	O	O
up	O	O
?	O	O

"	O	O
that	O	O
's	O	O
an	O	O
important	O	O
question	O	O
we	O	O
used	O	O
to	O	O
ask	O	O
a	O	O
lot	O	O
,	O	O
"	O	O
said	O	O
o'neal	I-PER	I-PER
.	O	O
"	O	O

it	O	O
's	O	O
not	O	O
a	O	O
question	O	O
we	O	O
ask	O	O
any	O	O
more	O	O
.	O	O

the	O	O
more	O	O
important	O	O
question	O	O
is	O	O
--	O	O
'	O	O
do	O	O
we	O	O
have	O	O
results	O	O
?	O	O
'	O	O

"	O	O

to	O	O
get	O	O
those	O	O
results	O	O
,	O	O
27	O	O
percent	O	O
of	O	O
the	O	O
companies	O	O
surveyed	O	O
plan	O	O
to	O	O
eliminate	O	O
base	O	O
pay	O	O
increases	O	O
in	O	O
favour	O	O
of	O	O
cash	O	O
bonuses	O	O
and	O	O
incentives	O	O
,	O	O
such	O	O
as	O	O
employee	O	O
and	O	O
team	O	O
award	O	O
programmes	O	O
and	O	O
education	O	O
.	O	O

companies	O	O
that	O	O
can	O	O
change	O	O
their	O	O
culture	O	O
and	O	O
view	O	O
employees	O	O
as	O	O
business	O	O
partners	O	O
will	O	O
do	O	O
well	O	O
,	O	O
o'neal	I-PER	I-PER
said	O	O
.	O	O

for	O	O
example	O	O
,	O	O
the	O	O
survey	O	O
rated	O	O
some	O	O
participants	O	O
in	O	O
the	O	O
survey	O	O
as	O	O
"	O	O
high-performing	O	O
"	O	O
companies	O	O
,	O	O
based	O	O
on	O	O
their	O	O
return	O	O
on	O	O
equity	O	O
above	O	O
16	O	O
percent	O	O
.	O	O

those	O	O
companies	O	O
also	O	O
said	O	O
they	O	O
already	O	O
offer	O	O
employees	O	O
variable	O	O
pay	O	O
and	O	O
business	O	O
education	O	O
,	O	O
give	O	O
their	O	O
managers	O	O
more	O	O
control	O	O
over	O	O
pay	O	O
decisions	O	O
and	O	O
celebrate	O	O
employee	O	O
and	O	O
team	O	O
success	O	O
.	O	O

"	O	O
they	O	O
respect	O	O
employees	O	O
more	O	O
,	O	O
they	O	O
trust	O	O
employees	O	O
more	O	O
and	O	O
they	O	O
value	O	O
their	O	O
employees	O	O
more	O	O
,	O	O
"	O	O
o'neal	I-PER	I-PER
said	O	O
.	O	O

"	O	O
the	O	O
key	O	O
to	O	O
success	O	O
at	O	O
high-performance	O	O
companies	O	O
is	O	O
engaging	O	O
employees	O	O
in	O	O
a	O	O
business	O	O
partnership	O	O
.	O	O

it	O	O
will	O	O
improve	O	O
a	O	O
company	O	O
's	O	O
bottom	O	O
line	O	O
.	O	O
"	O	O

belgian	I-MISC	I-MISC
police	O	O
arrest	O	O
detective	O	O
in	O	O
dutroux	I-PER	I-PER
affair	O	O
.	O	O

geert	I-PER	I-PER
de	I-PER	I-PER
clercq	I-PER	I-PER

neufchateau	I-LOC	I-LOC
,	O	O
belgium	I-LOC	I-LOC
$UNK$	O	O

investigators	O	O
arrested	O	O
a	O	O
senior	O	O
police	O	O
detective	O	O
on	O	O
sunday	O	O
in	O	O
connection	O	O
with	O	O
their	O	O
inquiries	O	O
into	O	O
belgium	I-LOC	I-LOC
's	O	O
child	O	O
sex	O	O
scandal	O	O
,	O	O
public	O	O
prosecutor	O	O
michel	I-PER	I-PER
bourlet	I-PER	I-PER
said	O	O
.	O	O

"	O	O
georges	I-PER	I-PER
zicot	I-PER	I-PER
was	O	O
arrested	O	O
and	O	O
will	O	O
be	O	O
charged	O	O
with	O	O
truck	O	O
theft	O	O
,	O	O
insurance	O	O
fraud	O	O
and	O	O
document	O	O
forgery	O	O
,	O	O
"	O	O
bourlet	I-PER	I-PER
told	O	O
a	O	O
news	O	O
conference	O	O
.	O	O

he	O	O
said	O	O
there	O	O
had	O	O
been	O	O
searches	O	O
at	O	O
three	O	O
sites	O	O
on	O	O
sunday	O	O
,	O	O
including	O	O
one	O	O
at	O	O
the	O	O
charleroi	I-LOC	I-LOC
judicial	O	O
police	O	O
headquarters	O	O
where	O	O
zicot	I-PER	I-PER
worked	O	O
.	O	O

zicot	I-PER	I-PER
,	O	O
45	O	O
,	O	O
is	O	O
a	O	O
specialist	O	O
in	O	O
tackling	O	O
vehicle	O	O
theft	O	O
.	O	O

belgian	I-MISC	I-MISC
media	O	O
reported	O	O
that	O	O
he	O	O
had	O	O
been	O	O
questioned	O	O
twice	O	O
in	O	O
the	O	O
past	O	O
two	O	O
years	O	O
about	O	O
thefts	O	O
but	O	O
released	O	O
both	O	O
times	O	O
.	O	O

he	O	O
was	O	O
promoted	O	O
to	O	O
chief	O	O
detective	O	O
earlier	O	O
this	O	O
year	O	O
.	O	O

bourlet	I-PER	I-PER
said	O	O
two	O	O
other	O	O
people	O	O
had	O	O
also	O	O
been	O	O
arrested	O	O
.	O	O

one	O	O
was	O	O
gerard	I-PER	I-PER
pignon	I-PER	I-PER
,	O	O
the	O	O
owner	O	O
of	O	O
a	O	O
warehouse	O	O
where	O	O
stolen	O	O
vehicles	O	O
were	O	O
allegedly	O	O
stored	O	O
.	O	O

the	O	O
other	O	O
was	O	O
insurer	O	O
thierry	I-PER	I-PER
dehaan	I-PER	I-PER
.	O	O

bourlet	I-PER	I-PER
said	O	O
the	O	O
investigation	O	O
into	O	O
the	O	O
vehicle	O	O
theft	O	O
ring	O	O
would	O	O
be	O	O
added	O	O
to	O	O
the	O	O
inquiry	O	O
into	O	O
the	O	O
paedophile	O	O
sex	O	O
scandal	O	O
in	O	O
which	O	O
five	O	O
other	O	O
people	O	O
have	O	O
already	O	O
been	O	O
arrested	O	O
.	O	O

he	O	O
said	O	O
the	O	O
connection	O	O
was	O	O
through	O	O
bernard	I-PER	I-PER
weinstein	I-PER	I-PER
,	O	O
an	O	O
accomplice	O	O
of	O	O
convicted	O	O
child	O	O
rapist	O	O
marc	I-PER	I-PER
dutroux	I-PER	I-PER
--	O	O
the	O	O
central	O	O
figure	O	O
in	O	O
the	O	O
paedophile	O	O
scandal	O	O
that	O	O
has	O	O
sent	O	O
shockwaves	O	O
across	O	O
europe	I-LOC	I-LOC
.	O	O

weinstein	I-PER	I-PER
was	O	O
found	O	O
dead	O	O
last	O	O
weekend	O	O
alongside	O	O
the	O	O
bodies	O	O
of	O	O
$UNK$	O	O
julie	I-PER	I-PER
lejeune	I-PER	I-PER
and	O	O
melissa	I-PER	I-PER
russo	I-PER	I-PER
in	O	O
a	O	O
house	O	O
belonging	O	O
to	O	O
$UNK$	I-PER	I-PER
,	O	O
who	O	O
said	O	O
they	O	O
starved	O	O
to	O	O
death	O	O
earlier	O	O
this	O	O
year	O	O
,	O	O
nine	O	O
months	O	O
after	O	O
being	O	O
abducted	O	O
in	O	O
june	O	O
1995	O	O
.	O	O

two	O	O
other	O	O
girls	O	O
have	O	O
been	O	O
rescued	O	O
and	O	O
police	O	O
are	O	O
hunting	O	O
for	O	O
at	O	O
least	O	O
two	O	O
more	O	O
who	O	O
dutroux	I-PER	I-PER
has	O	O
admitted	O	O
kidnapping	O	O
a	O	O
year	O	O
ago	O	O
.	O	O

"	O	O
dutroux	I-PER	I-PER
has	O	O
admitted	O	O
killing	O	O
weinstein	I-PER	I-PER
after	O	O
a	O	O
disagreement	O	O
between	O	O
the	O	O
accomplices	O	O
in	O	O
an	O	O
affair	O	O
of	O	O
truck	O	O
theft	O	O
,	O	O
"	O	O
bourlet	I-PER	I-PER
said	O	O
.	O	O

another	O	O
four	O	O
people	O	O
were	O	O
also	O	O
questioned	O	O
at	O	O
the	O	O
weekend	O	O
but	O	O
had	O	O
not	O	O
been	O	O
detained	O	O
,	O	O
bourlet	I-PER	I-PER
added	O	O
.	O	O

anne	I-PER	I-PER
$UNK$	I-PER	I-PER
,	O	O
public	O	O
prosecutor	O	O
in	O	O
the	O	O
eastern	O	O
city	O	O
of	O	O
liege	I-LOC	I-LOC
where	O	O
julie	I-PER	I-LOC
and	O	O
melissa	I-PER	I-LOC
lived	O	O
,	O	O
said	O	O
this	O	O
was	O	O
a	O	O
major	O	O
case	O	O
involving	O	O
some	O	O
50	O	O
investigators	O	O
--	O	O
including	O	O
two	O	O
from	O	O
the	O	O
u.s.	I-LOC	I-ORG
federal	I-ORG	I-ORG
bureau	I-ORG	I-ORG
of	I-ORG	I-ORG
investigation	I-ORG	I-ORG
.	O	O

french	I-MISC	I-MISC
1997	O	O
budget	O	O
due	O	O
around	O	O
september	O	O
10	O	O
-	O	O
juppe	I-PER	I-PER
.	O	O

$UNK$	I-LOC	I-LOC
,	O	O
france	I-LOC	I-LOC
$UNK$	O	O

prime	O	O
minister	O	O
alain	I-PER	I-PER
juppe	I-PER	I-PER
said	O	O
on	O	O
sunday	O	O
